Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),NAV Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),AP Roll Trim Motor,AP Pitch Trim Motor,Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Height Above Ground (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts 1,Volts E,Amps,Fuel Flow (gal/hour),Co Ppm,CHT1 (deg F),CHT2 (deg F),EGT1 (deg F),EGT2 (deg F),ALT2 (discrete),ALT1 (discrete),BACKUP BATT  (discrete),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NAV1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,,,MagVar,OAT,AltD,AGL,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Volts2,Amps1,E1 FFlow,,E1 CHT1,E1 CHT2,E1 EGT1,E1 EGT2,,,,,,
2024-03-09,09:04:21,09:04:21,+00:00,+47.8210168,+9.2814516,6493,3DDiff (GPSR1),551061.5,111.3,311,-43,38,0.17,301.2,1.7,8,6783,6502,43,98.9,109,-0.53,1.09,-0.009,0.986,-0.108,-0.889,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.6,282,284,-2.155,-0.43,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,1.1,-0.6,6500,1.1,,,6781,+8,-2,RIGHT,,-3.1,0.8,6687,4600,13.7,208,040007FF N100 N100,27,,,4251,ALT,163,12,12,4.00,53.0,5120,22.3,14.5,0.0,0,5.5,0,165,169,1290,1299,0,0,0,,,78
2024-03-09,09:04:22,09:04:22,+00:00,+47.8213502,+9.2808895,6494,3DDiff (GPSR1),551062.5,111.4,311,-43,38,0.18,301.3,1.7,8,6787,6503,87,98.9,109,-0.71,0.95,-0.017,0.986,-0.109,-0.918,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.6,282,284,-2.169,-0.43,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,1.0,-0.7,6500,1.0,,,6781,+9,-2,RIGHT,,-3.1,0.8,6689,4600,13.7,208,040007FF N100 N100,25,,,4251,ALT,163,12,12,4.00,53.0,5120,22.3,14.5,0.0,0,5.5,0,165,169,1288,1299,0,0,0,,,78
2024-03-09,09:04:23,09:04:23,+00:00,+47.8216911,+9.2803151,6494,3DDiff (GPSR1),551063.5,111.4,311,-43,38,0.06,301.4,1.7,8,6789,6505,90,99.0,109,-1.02,0.68,-0.016,0.987,-0.110,-0.936,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.6,282,284,-2.183,-0.44,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,1.0,-0.9,6500,0.9,,,6781,+12,-4,RIGHT,,-3.1,0.8,6691,4600,13.7,208,040007FF N100 N100,25,,,4251,ALT,163,12,12,4.00,53.0,5120,22.3,14.5,0.0,0,5.4,0,165,169,1288,1297,0,0,0,,,78
2024-03-09,09:04:24,09:04:24,+00:00,+47.8220326,+9.2797410,6493,3DDiff (GPSR1),551064.5,111.5,311,-43,38,-0.20,301.4,1.7,8,6786,6505,17,99.1,110,-0.94,0.70,-0.012,1.017,-0.113,-0.960,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.6,282,284,-2.197,-0.44,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.9,-1.0,6500,0.9,,,6781,+15,-2,RIGHT,,-3.1,0.8,6692,4600,13.7,208,040007FF N100 N100,25,,,4251,ALT,163,12,12,4.00,53.0,5120,22.3,14.5,0.0,0,5.4,0,165,169,1288,1296,0,0,0,,,78
2024-03-09,09:04:25,09:04:25,+00:00,+47.8223751,+9.2791653,6492,3DDiff (GPSR1),551065.5,111.6,311,-43,38,-0.21,301.6,1.7,8,6785,6505,-34,99.3,110,-0.99,0.72,-0.014,0.967,-0.115,-0.931,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.5,282,284,-2.211,-0.44,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.9,-1.1,6500,0.8,,,6781,+16,-2,RIGHT,,-3.1,0.8,6691,4600,13.7,209,040007FF N100 N100,30,,,4251,ALT,163,12,12,3.90,53.0,5120,22.3,14.5,0.0,0,5.0,0,165,169,1290,1297,0,0,0,,,78
2024-03-09,09:04:26,09:04:26,+00:00,+47.8227174,+9.2785903,6492,3DDiff (GPSR1),551066.5,111.8,311,-43,38,-0.20,301.5,1.7,8,6786,6505,-11,99.4,110,-1.08,0.88,0.012,0.972,-0.116,-0.898,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.5,282,284,-2.226,-0.44,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.8,-1.1,6500,0.9,,,6781,+10,-3,RIGHT,,-3.1,0.8,6691,4600,13.7,209,040007FF N100 N100,26,,,4251,ALT,163,12,12,3.90,53.0,5120,22.3,14.5,0.0,0,4.9,0,165,169,1290,1297,0,0,0,,,78
2024-03-09,09:04:27,09:04:27,+00:00,+47.8230610,+9.2780139,6491,3DDiff (GPSR1),551067.5,111.9,311,-43,38,-0.20,301.4,1.7,8,6783,6503,-54,99.5,110,-1.00,0.69,-0.010,1.036,-0.116,-0.924,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.5,282,284,-2.240,-0.45,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.9,-1.0,6500,0.9,,,6781,+12,-1,RIGHT,,-3.1,0.8,6689,4600,13.7,209,040007FF N100 N100,28,,,4251,ALT,163,12,12,3.90,52.0,5120,22.3,14.5,0.0,0,5.0,0,165,169,1288,1297,0,0,0,,,78
2024-03-09,09:04:28,09:04:28,+00:00,+47.8234047,+9.2774369,6491,3DDiff (GPSR1),551068.5,112.0,312,-43,38,-0.06,301.5,1.7,8,6782,6502,-69,99.4,110,-0.87,0.70,-0.019,1.009,-0.115,-0.872,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.5,282,284,-2.254,-0.45,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.9,-1.0,6500,0.9,,,6781,+14,-1,RIGHT,,-3.1,0.8,6687,4600,13.7,209,040007FF N100 N100,26,,,4251,ALT,163,12,12,4.00,52.0,5120,22.3,14.5,0.0,0,5.2,0,165,169,1288,1297,0,0,0,,,78
2024-03-09,09:04:29,09:04:29,+00:00,+47.8237483,+9.2768604,6492,3DDiff (GPSR1),551069.5,112.1,312,-43,38,0.09,301.5,1.7,8,6782,6502,-30,99.3,110,-0.89,1.06,-0.001,1.005,-0.114,-0.890,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.4,282,284,-2.269,-0.45,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.8,-0.9,6500,0.8,,,6781,+8,-2,RIGHT,,-3.1,0.8,6686,4500,13.7,209,040007FF N100 N100,26,,,4251,ALT,163,12,12,4.10,52.0,5120,22.3,14.5,0.0,0,5.3,0,165,169,1288,1299,0,0,0,,,78
2024-03-09,09:04:30,09:04:30,+00:00,+47.8240931,+9.2762835,6492,3DDiff (GPSR1),551070.5,112.2,311,-43,38,0.17,301.5,1.7,8,6784,6502,34,99.4,110,-0.88,0.83,-0.019,1.002,-0.113,-0.934,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.4,282,284,-2.283,-0.46,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.9,-0.9,6500,0.9,,,6781,+9,-3,RIGHT,,-3.1,0.7,6686,4400,13.7,209,040007FF N100 N100,24,,,4251,ALT,163,12,12,4.10,52.0,5120,22.3,14.5,0.0,0,5.2,0,165,169,1288,1299,0,0,0,,,78
2024-03-09,09:04:31,09:04:31,+00:00,+47.8244381,+9.2757066,6493,3DDiff (GPSR1),551071.5,112.3,312,-43,38,0.15,301.6,1.7,8,6784,6503,21,99.6,110,-0.95,0.93,-0.012,0.981,-0.113,-0.926,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.4,282,284,-2.297,-0.46,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.8,-0.9,6500,0.8,,,6781,+8,-4,RIGHT,,-3.1,0.7,6687,4400,13.7,209,040007FF N100 N100,26,,,4251,ALT,163,12,12,4.10,53.0,5120,22.3,14.5,0.0,0,5.2,0,165,169,1290,1301,0,0,0,,,78
2024-03-09,09:04:32,09:04:32,+00:00,+47.8247832,+9.2751297,6493,3DDiff (GPSR1),551072.5,112.3,312,-43,38,0.08,301.6,1.7,8,6785,6503,45,99.8,110,-1.01,1.13,0.005,0.982,-0.114,-0.927,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.3,282,284,-2.312,-0.46,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.8,-1.0,6500,0.8,,,6781,+4,-4,RIGHT,,-3.1,0.7,6687,4400,13.7,209,040007FF N100 N100,24,,,4251,ALT,163,12,12,4.00,53.0,5120,22.3,14.5,0.0,0,5.5,0,165,169,1290,1301,0,0,0,,,78
2024-03-09,09:04:33,09:04:33,+00:00,+47.8251299,+9.2745539,6493,3DDiff (GPSR1),551073.5,112.4,312,-43,39,0.01,301.7,1.7,8,6785,6504,26,100.1,111,-0.99,0.96,-0.004,1.002,-0.115,-0.975,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.3,282,284,-2.326,-0.47,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.8,-1.1,6500,0.7,,,6781,+5,-4,,,-3.1,0.7,6687,4400,13.7,209,040007FF N100 N100,24,,,4251,ALT,163,12,12,4.00,53.0,5120,22.3,14.5,0.0,0,5.5,0,165,169,1290,1301,0,0,0,,,78
2024-03-09,09:04:34,09:04:34,+00:00,+47.8254775,+9.2739783,6493,3DDiff (GPSR1),551074.5,112.5,312,-43,39,0.03,301.8,1.7,8,6787,6505,0,100.3,111,-1.08,1.07,-0.022,0.991,-0.116,-0.923,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.3,282,284,-2.341,-0.47,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.8,-1.1,6500,0.7,,,6781,+4,-5,,,-3.1,0.7,6688,4400,13.7,209,040007FF N100 N100,26,,,4251,ALT,163,12,12,4.00,53.0,5120,22.3,14.5,0.0,0,5.5,0,165,169,1290,1301,0,0,0,,,78
2024-03-09,09:04:35,09:04:35,+00:00,+47.8258259,+9.2734028,6493,3DDiff (GPSR1),551075.5,112.6,312,-43,39,-0.07,302.0,1.7,8,6785,6504,-23,100.4,111,-0.91,0.88,-0.008,1.017,-0.118,-0.958,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.3,282,284,-2.355,-0.47,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.7,-1.1,6500,0.6,,,6781,+5,-3,,,-3.1,0.7,6688,4400,13.7,209,040007FF N100 N100,24,,,4251,ALT,163,12,12,4.00,53.0,5120,22.4,14.5,0.0,0,5.7,0,165,169,1290,1301,0,0,0,,,78
2024-03-09,09:04:36,09:04:36,+00:00,+47.8261754,+9.2728290,6493,3DDiff (GPSR1),551076.5,112.6,312,-43,39,0.01,302.0,1.7,8,6784,6503,-0,100.4,111,-0.85,0.93,-0.012,1.027,-0.118,-0.928,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.2,282,284,-2.370,-0.47,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.6,-1.0,6500,0.6,,,6781,+4,-3,,,-3.1,0.7,6686,4400,13.7,209,040007FF N100 N100,26,,,4251,ALT,163,12,12,4.00,52.0,5120,22.4,14.5,0.0,0,5.9,0,165,169,1290,1299,0,0,0,,,78
2024-03-09,09:04:37,09:04:37,+00:00,+47.8265252,+9.2722546,6494,3DDiff (GPSR1),551077.5,112.7,312,-43,39,0.10,302.0,1.7,8,6784,6503,-34,100.5,111,-0.85,0.73,-0.012,1.011,-0.118,-0.920,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.2,282,284,-2.385,-0.48,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.6,-0.9,6500,0.6,,,6781,+6,-4,,,-3.1,0.7,6686,4400,13.7,209,040007FF N100 N100,21,,,4251,ALT,163,12,12,4.00,52.0,5120,22.4,14.5,0.0,0,5.9,0,165,169,1292,1299,0,0,0,,,78
2024-03-09,09:04:38,09:04:38,+00:00,+47.8268743,+9.2716798,6494,3DDiff (GPSR1),551078.5,112.7,312,-43,39,0.15,302.1,1.7,8,6784,6502,31,100.4,111,-0.62,0.56,-0.007,0.983,-0.118,-0.930,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.2,282,284,-2.399,-0.48,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.6,-0.8,6500,0.5,,,6781,+6,-4,,,-3.1,0.7,6686,4300,13.7,209,040007FF N100 N100,23,,,4251,ALT,163,12,12,4.00,52.0,5120,22.3,14.5,0.0,0,5.9,0,165,169,1292,1301,0,0,0,,,78
2024-03-09,09:04:39,09:04:39,+00:00,+47.8272235,+9.2711060,6495,3DDiff (GPSR1),551079.5,112.6,312,-43,39,0.22,302.0,1.7,8,6787,6504,48,100.3,111,-0.90,0.58,0.004,0.974,-0.118,-0.935,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.2,282,284,-2.414,-0.48,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.6,-0.9,6500,0.6,,,6781,+6,-6,,,-3.1,0.7,6688,4400,13.7,209,040007FF N100 N100,26,,,4251,ALT,163,12,12,4.00,52.0,5120,22.3,14.5,0.0,1,5.8,0,165,169,1288,1303,0,0,0,,,78
2024-03-09,09:04:40,09:04:40,+00:00,+47.8275727,+9.2705323,6495,3DDiff (GPSR1),551080.5,112.6,312,-43,39,-0.02,301.8,1.7,8,6786,6505,7,100.2,111,-0.88,0.32,-0.011,0.985,-0.118,-0.938,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.1,282,284,-2.429,-0.49,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.6,-1.0,6500,0.7,,,6781,+10,-5,,,-3.1,0.7,6689,4500,13.7,210,040007FF N100 N100,29,,,4251,ALT,163,12,12,4.00,52.0,5120,22.3,14.5,0.0,1,5.7,0,165,169,1288,1301,0,0,0,,,78
2024-03-09,09:04:41,09:04:41,+00:00,+47.8279213,+9.2699582,6494,3DDiff (GPSR1),551081.5,112.6,312,-43,39,-0.13,301.7,1.7,8,6784,6504,2,100.1,110,-0.74,0.37,-0.020,1.014,-0.118,-0.913,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.1,282,284,-2.443,-0.49,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.6,-0.9,6500,0.7,,,6781,+14,-2,,,-3.1,0.7,6688,4500,13.7,210,040007FF N100 N100,23,,,4251,ALT,163,12,12,4.00,52.0,5120,22.3,14.5,0.0,0,5.7,0,165,169,1288,1301,0,0,0,,,78
2024-03-09,09:04:42,09:04:42,+00:00,+47.8282695,+9.2693834,6494,3DDiff (GPSR1),551082.5,112.6,312,-43,39,-0.09,301.5,1.7,8,6789,6505,78,100.1,111,-1.05,0.82,-0.018,0.963,-0.118,-0.940,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.1,282,284,-2.458,-0.49,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.7,-1.0,6500,0.9,,,6781,+6,-5,RIGHT,,-3.1,0.7,6689,4500,13.8,210,040007FF N100 N100,24,,,4251,ALT,163,12,12,4.00,52.0,5120,22.3,14.5,0.0,0,5.9,0,165,169,1288,1301,0,0,0,,,78
2024-03-09,09:04:43,09:04:43,+00:00,+47.8286172,+9.2688081,6492,3DDiff (GPSR1),551083.5,112.6,312,-43,39,-0.37,301.5,1.7,8,6787,6506,-1,100.2,111,-1.11,1.13,-0.030,1.005,-0.119,-0.982,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.0,282,284,-2.472,-0.49,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.8,-1.0,6500,0.8,,,6781,+2,-4,RIGHT,,-3.1,0.7,6691,4500,13.8,210,040007FF N100 N100,27,,,4251,ALT,163,12,12,4.00,52.0,5120,22.3,14.5,0.0,0,6.0,0,165,169,1288,1301,0,0,0,,,78
2024-03-09,09:04:44,09:04:44,+00:00,+47.8289656,+9.2682325,6491,3DDiff (GPSR1),551084.5,112.7,312,-43,39,-0.57,301.4,1.7,8,6783,6504,-81,100.3,111,-0.89,1.40,-0.027,1.017,-0.120,-0.956,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.0,282,284,-2.487,-0.50,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.9,-1.0,6500,0.9,,,6781,-0,-2,,,-3.1,0.7,6689,4300,13.8,210,040007FF N100 N100,28,,,4251,ALT,163,12,12,4.00,52.0,5120,22.3,14.5,0.0,0,5.9,0,165,169,1287,1301,0,0,0,,,78
2024-03-09,09:04:45,09:04:45,+00:00,+47.8293148,+9.2676569,6490,3DDiff (GPSR1),551085.5,112.7,312,-43,39,-0.41,301.6,1.7,8,6781,6502,-93,100.3,111,-0.77,1.32,0.002,1.014,-0.120,-0.924,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.0,282,284,-2.502,-0.50,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.9,-0.8,6500,0.8,,,6781,+0,-1,,,-3.1,0.7,6686,4300,13.8,210,040007FF N100 N100,22,,,4251,ALT,163,12,12,4.00,52.0,5120,22.3,14.5,0.0,0,5.8,0,165,169,1287,1301,0,0,0,,,78
2024-03-09,09:04:46,09:04:46,+00:00,+47.8296643,+9.2670820,6488,3DDiff (GPSR1),551086.5,112.8,312,-43,39,-0.29,301.6,1.7,8,6782,6501,-73,100.4,111,-0.77,1.66,-0.012,1.006,-0.120,-0.944,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,59.0,282,284,-2.516,-0.50,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.8,-0.7,6500,0.8,,,6781,-6,-3,,,-3.1,0.7,6685,4300,13.9,210,040007FF N100 N100,23,,,4251,ALT,163,12,12,4.00,51.0,5120,22.4,14.5,0.0,0,5.6,0,165,169,1287,1301,0,0,0,,,78
2024-03-09,09:04:47,09:04:47,+00:00,+47.8300149,+9.2665085,6488,3DDiff (GPSR1),551087.5,112.8,312,-43,39,-0.27,301.6,1.7,8,6777,6499,-148,100.4,111,-0.65,1.89,-0.024,0.999,-0.120,-0.928,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,58.9,282,284,-2.531,-0.51,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.8,-0.6,6500,0.8,,,6781,-15,-2,,,-3.1,0.7,6683,4300,13.9,210,040007FF N100 N100,24,,,4251,ALT,163,12,12,4.00,51.0,5120,22.4,14.5,0.0,0,5.5,0,165,169,1287,1303,0,0,0,,,78
2024-03-09,09:04:48,09:04:48,+00:00,+47.8303661,+9.2659370,6487,3DDiff (GPSR1),551088.5,112.7,312,-43,39,-0.15,301.8,1.7,8,6779,6498,-88,100.2,111,-0.39,1.90,-0.019,1.006,-0.120,-0.930,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,58.9,282,284,-2.546,-0.51,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.8,-0.5,6500,0.7,,,6781,-18,-1,,,-3.1,0.7,6681,4300,13.9,210,040007FF N100 N100,20,,,4251,ALT,163,12,12,4.00,52.0,5120,22.4,14.5,0.0,0,5.3,0,165,169,1285,1303,0,0,0,,,78
2024-03-09,09:04:49,09:04:49,+00:00,+47.8307187,+9.2653671,6488,3DDiff (GPSR1),551089.5,112.7,313,-43,39,-0.03,302.0,1.7,8,6779,6497,-6,100.1,110,-0.34,1.92,-0.022,1.009,-0.118,-0.900,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,58.9,282,284,-2.561,-0.51,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.7,-0.4,6500,0.6,,,6781,-20,-2,,,-3.1,0.7,6681,4300,14.0,210,040007FF N100 N100,24,,,4251,ALT,163,12,12,4.00,52.0,5120,22.4,14.5,0.0,0,5.3,0,165,169,1285,1303,0,0,0,,,78
2024-03-09,09:04:50,09:04:50,+00:00,+47.8310718,+9.2647995,6487,3DDiff (GPSR1),551090.5,112.6,313,-43,39,0.01,302.2,1.7,8,6777,6497,-16,99.9,110,-0.34,1.87,-0.029,1.006,-0.117,-0.930,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,58.9,282,284,-2.576,-0.51,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.6,-0.3,6500,0.5,,,6781,-23,-1,,,-3.1,0.8,6681,4300,14.0,210,040007FF N100 N100,22,,,4251,ALT,163,12,12,4.00,52.0,5120,22.4,14.5,0.0,0,5.4,0,165,169,1285,1303,0,0,0,,,78
2024-03-09,09:04:51,09:04:51,+00:00,+47.8314257,+9.2642335,6488,3DDiff (GPSR1),551091.5,112.5,313,-42,39,0.05,302.4,1.7,8,6780,6497,12,99.8,110,-0.24,1.74,-0.008,0.989,-0.116,-0.908,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,58.8,282,284,-2.591,-0.52,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.5,-0.3,6500,0.4,,,6781,-25,-1,LEFT,,-3.1,0.8,6682,4300,14.1,210,040007FF N100 N100,26,,,4251,ALT,163,12,12,4.00,52.0,5120,22.3,14.5,0.0,0,5.5,0,165,169,1285,1305,0,0,0,,,78
2024-03-09,09:04:52,09:04:52,+00:00,+47.8317796,+9.2636701,6488,3DDiff (GPSR1),551092.5,112.3,313,-42,39,0.08,302.6,1.7,8,6780,6498,31,99.7,110,-0.26,1.43,-0.012,1.009,-0.116,-0.956,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,58.8,282,284,-2.606,-0.52,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.4,-0.3,6500,0.2,,,6781,-24,-2,LEFT,,-3.1,0.8,6684,4300,14.1,210,040007FF N100 N100,28,,,4251,ALT,163,12,12,4.00,53.0,5120,22.3,14.5,0.0,0,5.7,0,165,169,1287,1303,0,0,0,,,78
2024-03-09,09:04:53,09:04:53,+00:00,+47.8321341,+9.2631074,6488,3DDiff (GPSR1),551093.5,112.2,313,-42,39,0.03,302.6,1.7,8,6781,6499,41,99.6,110,-0.34,1.10,-0.017,0.973,-0.117,-0.944,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,58.8,282,284,-2.621,-0.52,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.3,-0.4,6500,0.2,,,6781,-23,-2,LEFT,,-3.1,0.8,6685,4300,14.1,210,040007FF N100 N100,26,,,4251,ALT,163,12,12,4.00,53.0,5120,22.3,14.5,0.0,0,5.8,0,165,169,1287,1301,0,0,0,,,78
2024-03-09,09:04:54,09:04:54,+00:00,+47.8324921,+9.2625402,6488,3DDiff (GPSR1),551094.5,112.1,313,-42,39,-0.06,302.5,1.7,8,6781,6499,24,99.5,110,-0.41,0.80,-0.007,0.996,-0.117,-0.916,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,58.8,282,284,-2.636,-0.53,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.3,-0.4,6500,0.3,,,6781,-25,-1,LEFT,,-3.1,0.8,6686,4300,14.2,210,040007FF N100 N100,22,,,4251,ALT,163,12,12,4.00,53.0,5120,22.3,14.5,0.0,0,5.7,0,165,169,1287,1301,0,0,0,,,78
2024-03-09,09:04:55,09:04:55,+00:00,+47.8328456,+9.2619791,6487,3DDiff (GPSR1),551095.5,112.0,313,-42,39,-0.15,302.4,1.7,8,6777,6498,-61,99.5,110,-0.34,0.49,-0.007,0.991,-0.116,-0.899,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,58.7,282,284,-2.651,-0.53,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.3,-0.3,6500,0.3,,,6781,-22,-0,LEFT,,-3.1,0.8,6685,4300,14.2,210,040007FF N100 N100,25,,,4251,ALT,163,12,12,4.00,53.0,5120,22.3,14.5,0.0,0,5.7,0,165,169,1288,1301,0,0,0,,,78
2024-03-09,09:04:56,09:04:56,+00:00,+47.8331977,+9.2614179,6487,3DDiff (GPSR1),551096.5,111.9,313,-42,39,-0.11,302.5,1.7,8,6778,6497,-28,99.2,110,-0.22,0.32,-0.005,0.992,-0.115,-0.897,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,58.7,282,284,-2.666,-0.53,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.3,-0.2,6500,0.3,,,6781,-20,+0,LEFT,,-3.1,0.8,6684,4300,14.3,210,040007FF N100 N100,22,,,4251,ALT,163,12,12,4.00,53.0,5120,22.3,14.6,0.0,0,5.6,0,165,169,1288,1303,0,0,0,,,78
2024-03-09,09:04:57,09:04:57,+00:00,+47.8335495,+9.2608563,6487,3DDiff (GPSR1),551097.5,111.7,313,-42,39,-0.03,302.4,1.7,8,6779,6498,25,99.1,109,-0.16,0.34,-0.017,1.020,-0.114,-0.914,303,6500,,,29.62,124.700,108.400,GPS,,EDTF,58.7,282,284,-2.681,-0.54,30381,5.00nm,,,-1.00,2500,AP,HDG,ALT,0.3,-0.1,6500,0.4,,,6781,-19,-1,LEFT,,-3.1,0.8,6685,4300,14.3,210,040007FF N100 N100,20,,,4251,ALT,163,12,12,4.00,53.0,5120,22.3,14.6,0.0,0,5.5,0,165,169,1288,1303,0,0,0,,,78
