#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="OEAKM",unit_software_part_number="006-B1727-2N",product="GDU 460",software_version="9.01",system_id="60002CBBB5389",unit="MFD1",airframe_hours="796.8",engine_hours="891.9"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),NAV Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),AP Roll Trim Motor,AP Pitch Trim Motor,Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Height Above Ground (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts 1,Volts E,Amps,Fuel Flow (gal/hour),Co Ppm,CHT1 (deg F),CHT2 (deg F),EGT1 (deg F),EGT2 (deg F),ALT2 (discrete),ALT1 (discrete),BACKUP BATT  (discrete),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NAV1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,,,MagVar,OAT,AltD,AGL,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Volts2,Amps1,E1 FFlow,,E1 CHT1,E1 CHT2,E1 EGT1,E1 EGT2,,,,,,
2024-03-09,08:27:57,08:27:57,+00:00,+47.3820868,+9.6984801,1398,3D (PFD1),548895.4,0.0,,0,0,-0.00,46.5,1.7,8,1609,1492,20,17.5,18,-2.10,0.94,0.004,0.969,-0.127,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.5,849,,,,040007FF N100 N100,61,,,7000,ALT,57,12,12,4.40,71.0,2170,13.8,14.4,0.0,2,1.4,0,88,90,957,943,0,0,0,OIL TEMP,,78
2024-03-09,08:27:58,08:27:58,+00:00,+47.3820868,+9.6984801,1398,3D (PFD1),548896.4,0.0,,0,0,-0.00,46.6,1.7,8,1609,1492,18,17.7,18,-2.13,1.01,-0.037,1.009,-0.120,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.5,850,,,,040007FF N100 N100,60,,,7000,ALT,59,12,12,4.20,71.0,2170,13.8,14.4,0.0,2,1.4,0,88,90,957,943,0,0,0,OIL TEMP,,78
2024-03-09,08:27:59,08:27:59,+00:00,+47.3820869,+9.6984801,1398,3D (PFD1),548897.4,0.0,,0,0,0.00,46.6,1.7,8,1608,1492,-3,17.9,18,-2.12,0.99,-0.001,0.981,-0.112,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.5,850,,,,040007FF N100 N100,59,,,7000,ALT,59,12,12,4.10,71.0,2170,13.7,14.4,0.0,2,1.5,0,88,91,959,945,0,0,0,OIL TEMP,,78
2024-03-09,08:28:00,08:28:00,+00:00,+47.3820869,+9.6984800,1398,3D (PFD1),548898.4,0.0,,0,0,-0.00,46.6,1.7,8,1608,1492,-4,17.9,18,-2.11,1.02,-0.005,0.984,-0.107,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.5,851,,,,040007FF N100 N100,58,,,7000,ALT,59,12,12,4.20,71.0,2180,13.7,14.4,0.0,2,1.5,0,90,91,961,945,0,0,0,OIL TEMP,,78
2024-03-09,08:28:01,08:28:01,+00:00,+47.3820869,+9.6984800,1398,3D (PFD1),548899.4,0.0,,0,0,0.00,46.6,1.7,8,1609,1492,11,18.0,18,-2.08,1.07,-0.073,1.037,-0.102,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.5,851,,,,040007FF N100 N100,58,,,7000,ALT,59,12,12,4.30,71.0,2180,13.7,14.4,0.0,2,1.5,0,90,91,963,945,0,0,0,OIL TEMP,,78
2024-03-09,08:28:02,08:28:02,+00:00,+47.3820869,+9.6984799,1398,3D (PFD1),548900.4,0.0,,0,0,0.00,46.5,1.7,8,1609,1492,14,18.0,18,-2.11,0.98,0.013,0.979,-0.097,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.5,852,,,,040007FF N100 N100,58,,,7000,ALT,59,12,12,4.30,71.0,2180,13.7,14.4,0.0,2,1.5,0,90,91,964,945,0,0,0,OIL TEMP,,78
2024-03-09,08:28:03,08:28:03,+00:00,+47.3820870,+9.6984799,1398,3D (PFD1),548901.4,0.0,,0,0,0.00,46.6,1.7,8,1609,1493,8,18.2,19,-2.10,1.07,-0.028,1.012,-0.089,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.5,853,,,,040007FF N100 N100,55,,,7000,ALT,59,12,12,4.40,71.0,2190,13.7,14.4,0.0,2,1.5,0,91,93,964,946,0,0,0,OIL TEMP,,78
2024-03-09,08:28:04,08:28:04,+00:00,+47.3820870,+9.6984799,1398,3D (PFD1),548902.4,0.0,,0,0,0.00,46.6,1.7,8,1609,1493,-16,18.3,19,-2.06,1.02,-0.003,0.972,-0.084,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.5,853,,,,040007FF N100 N100,59,,,7000,ALT,59,12,12,4.40,71.0,2190,13.7,14.4,0.0,2,1.6,0,91,93,963,946,0,0,0,OIL TEMP,,78
2024-03-09,08:28:05,08:28:05,+00:00,+47.3820870,+9.6984798,1398,3D (PFD1),548903.4,0.0,,0,0,0.00,46.5,1.7,8,1608,1492,-12,18.0,18,-2.01,1.01,0.006,0.968,-0.077,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.5,852,,,,040007FF N100 N100,57,,,7000,ALT,59,12,12,4.40,71.0,2180,13.6,14.4,0.0,2,1.5,0,91,93,966,946,0,0,0,OIL TEMP,,78
2024-03-09,08:28:06,08:28:06,+00:00,+47.3820870,+9.6984798,1398,3D (PFD1),548904.4,0.0,,0,0,-0.00,46.6,1.7,8,1609,1492,6,17.9,18,-2.06,1.07,-0.006,0.989,-0.069,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.5,853,,,,040007FF N100 N100,56,,,7000,ALT,59,12,12,4.50,71.0,2190,13.7,14.4,0.0,2,1.5,0,91,93,966,946,0,0,0,OIL TEMP,,78
2024-03-09,08:28:07,08:28:07,+00:00,+47.3820871,+9.6984798,1398,3D (PFD1),548905.4,0.0,,0,0,0.00,46.5,1.7,8,1609,1492,11,17.9,18,-2.01,0.92,-0.024,0.996,-0.063,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.5,853,,,,040007FF N100 N100,56,,,7000,ALT,59,12,12,4.30,71.0,2190,13.7,14.4,0.0,2,1.6,0,93,95,966,948,0,0,0,OIL TEMP,,78
2024-03-09,08:28:08,08:28:08,+00:00,+47.3820871,+9.6984797,1398,3D (PFD1),548906.4,0.0,,0,0,-0.00,46.6,1.7,8,1609,1493,2,18.0,18,-2.07,1.04,-0.043,1.021,-0.059,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.5,854,,,,040007FF N100 N100,61,,,7000,ALT,59,12,12,4.30,71.0,2190,13.7,14.4,0.0,2,1.6,0,93,95,968,950,0,0,0,OIL TEMP,,78
2024-03-09,08:28:09,08:28:09,+00:00,+47.3820871,+9.6984797,1398,3D (PFD1),548907.4,0.0,,0,0,-0.00,46.7,1.7,8,1609,1493,-10,18.1,18,-2.11,1.05,0.003,0.971,-0.054,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.5,854,,,,040007FF N100 N100,55,,,7000,ALT,59,12,12,4.20,70.0,2180,13.7,14.4,0.0,2,1.5,0,93,95,970,950,0,0,0,OIL TEMP,,78
2024-03-09,08:28:10,08:28:10,+00:00,+47.3820872,+9.6984797,1398,3D (PFD1),548908.4,0.0,,0,0,0.00,46.8,1.7,8,1608,1492,-24,18.0,18,-2.12,1.16,-0.033,1.008,-0.050,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.5,853,,,,040007FF N100 N100,59,,,7000,ALT,59,12,12,4.20,70.0,2180,13.7,14.4,0.0,2,1.5,0,93,97,972,952,0,0,0,OIL TEMP,,78
2024-03-09,08:28:11,08:28:11,+00:00,+47.3820872,+9.6984796,1398,3D (PFD1),548909.4,0.0,,0,0,0.00,46.6,1.7,8,1608,1492,0,17.8,18,-2.10,0.95,0.018,0.971,-0.041,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.5,853,,,,040007FF N100 N100,58,,,7000,ALT,59,12,12,4.30,70.0,2190,13.6,14.4,0.0,2,1.4,0,95,97,973,952,0,0,0,OIL TEMP,,78
2024-03-09,08:28:12,08:28:12,+00:00,+47.3820873,+9.6984796,1398,3D (PFD1),548910.4,0.0,,0,0,-0.00,46.6,1.7,8,1608,1492,-2,17.8,18,-2.04,1.08,-0.034,1.013,-0.029,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.5,854,,,,040007FF N100 N100,55,,,7000,ALT,59,12,12,4.20,70.0,2190,13.6,14.4,0.0,2,1.5,0,95,97,975,952,0,0,0,OIL TEMP,,78
2024-03-09,08:28:13,08:28:13,+00:00,+47.3820873,+9.6984796,1398,3D (PFD1),548911.4,0.0,,0,0,-0.00,46.8,1.7,8,1608,1492,-11,17.8,18,-2.05,1.23,-0.018,0.992,-0.011,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.5,854,,,,040007FF N100 N100,60,,,7000,ALT,59,12,12,4.10,70.0,2190,13.7,14.4,0.0,1,1.5,0,95,97,977,952,0,0,0,OIL TEMP,,78
2024-03-09,08:28:14,08:28:14,+00:00,+47.3820873,+9.6984795,1398,3D (PFD1),548912.4,0.0,,0,0,0.00,46.7,1.7,8,1608,1492,13,17.7,18,-2.01,1.08,0.017,0.973,+0.009,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.5,854,,,,040007FF N100 N100,58,,,7000,ALT,59,12,12,4.10,70.0,2180,13.7,14.4,0.0,1,1.5,0,95,97,977,952,0,0,0,OIL TEMP,,78
2024-03-09,08:28:15,08:28:15,+00:00,+47.3820873,+9.6984795,1398,3D (PFD1),548913.4,0.0,,0,0,-0.00,46.9,1.7,8,1608,1492,14,17.7,18,-2.13,1.14,-0.027,1.018,+0.015,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.5,854,,,,040007FF N100 N100,60,,,7000,ALT,59,12,12,4.10,70.0,2190,13.6,14.4,0.0,1,1.4,0,97,99,981,952,0,0,0,OIL TEMP,,78
2024-03-09,08:28:16,08:28:16,+00:00,+47.3820873,+9.6984795,1398,3D (PFD1),548914.4,0.0,,0,0,0.00,46.7,1.7,8,1608,1492,-12,17.8,18,-2.09,0.97,-0.005,0.982,+0.015,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.5,855,,,,040007FF N100 N100,55,,,7000,ALT,59,12,12,4.20,70.0,2190,13.8,14.4,0.0,1,1.4,0,97,99,982,954,0,0,0,OIL TEMP,,78
2024-03-09,08:28:17,08:28:17,+00:00,+47.3820874,+9.6984795,1398,3D (PFD1),548915.4,0.0,,0,0,-0.00,46.8,1.7,8,1608,1492,-5,17.6,18,-2.08,1.10,-0.023,0.995,+0.017,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,855,,,,040007FF N100 N100,57,,,7000,ALT,59,12,12,4.10,70.0,2200,13.8,14.4,0.0,1,1.4,0,97,99,982,955,0,0,0,OIL TEMP,,78
2024-03-09,08:28:18,08:28:18,+00:00,+47.3820874,+9.6984794,1398,3D (PFD1),548916.4,0.0,,0,0,-0.00,47.0,1.7,8,1608,1492,-7,17.6,18,-2.06,1.29,0.015,0.967,+0.025,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,855,,,,040007FF N100 N100,55,,,7000,ALT,59,12,12,4.10,70.0,2200,13.7,14.4,0.0,1,1.4,0,97,99,982,955,0,0,0,OIL TEMP,,78
2024-03-09,08:28:19,08:28:19,+00:00,+47.3820875,+9.6984793,1398,3D (PFD1),548917.4,0.0,,0,0,0.00,47.0,1.7,8,1607,1492,-10,17.6,18,-2.18,1.30,-0.002,0.983,+0.026,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,855,,,,040007FF N100 N100,55,,,7000,ALT,61,12,12,3.80,70.0,2190,13.5,14.4,0.0,1,1.5,0,99,100,984,957,0,0,0,OIL TEMP,,78
2024-03-09,08:28:20,08:28:20,+00:00,+47.3820875,+9.6984793,1398,3D (PFD1),548918.4,0.0,,0,0,0.00,46.7,1.7,8,1608,1491,11,17.5,18,-2.08,1.13,0.004,0.990,+0.019,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,856,,,,040007FF N100 N100,59,,,7000,ALT,61,12,12,3.80,70.0,2200,13.7,14.4,0.0,1,1.5,0,99,100,986,957,0,0,0,OIL TEMP,,78
2024-03-09,08:28:21,08:28:21,+00:00,+47.3820875,+9.6984792,1398,3D (PFD1),548919.4,0.0,,0,0,-0.00,46.6,1.7,8,1607,1491,7,17.4,18,-2.01,1.05,-0.010,0.974,+0.009,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,856,,,,040007FF N100 N100,58,,,7000,ALT,61,12,12,3.90,70.0,2190,13.8,14.4,0.0,1,1.5,0,99,100,986,959,0,0,0,OIL TEMP,,78
2024-03-09,08:28:22,08:28:22,+00:00,+47.3820876,+9.6984792,1398,3D (PFD1),548920.4,0.0,,0,0,-0.00,46.7,1.7,8,1609,1492,31,17.5,18,-2.06,1.11,-0.050,1.024,+0.000,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,856,,,,040007FF N100 N100,60,,,7000,ALT,61,12,12,3.90,70.0,2190,13.8,14.4,0.0,1,1.5,0,99,100,986,959,0,0,0,OIL TEMP,,78
2024-03-09,08:28:23,08:28:23,+00:00,+47.3820876,+9.6984791,1398,3D (PFD1),548921.4,0.0,,0,0,-0.00,46.5,1.7,8,1609,1492,6,18.0,18,-2.08,0.96,0.013,0.971,-0.019,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,857,,,,040007FF N100 N100,59,,,7000,ALT,61,12,12,3.90,70.0,2190,13.6,14.4,0.0,1,1.6,0,100,102,986,959,0,0,0,OIL TEMP,,78
2024-03-09,08:28:24,08:28:24,+00:00,+47.3820877,+9.6984790,1398,3D (PFD1),548922.4,0.0,,0,0,-0.00,46.7,1.7,8,1608,1492,3,18.1,18,-2.13,1.04,-0.041,1.029,-0.043,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,857,,,,040007FF N100 N100,61,,,7000,ALT,61,12,12,3.90,70.0,2190,13.8,14.4,0.0,1,1.6,0,100,102,986,961,0,0,0,OIL TEMP,,78
2024-03-09,08:28:25,08:28:25,+00:00,+47.3820877,+9.6984790,1398,3D (PFD1),548923.4,0.0,,0,0,-0.00,46.8,1.7,8,1608,1492,-12,18.1,18,-2.07,1.26,0.003,0.971,-0.067,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,858,,,,040007FF N100 N100,56,,,7000,ALT,61,12,12,4.00,69.0,2190,13.8,14.4,0.0,1,1.5,0,100,102,988,961,0,0,0,OIL TEMP,,78
2024-03-09,08:28:26,08:28:26,+00:00,+47.3820878,+9.6984789,1398,3D (PFD1),548924.4,0.0,,0,0,-0.00,47.0,1.7,8,1608,1492,9,18.0,18,-2.07,1.32,0.013,0.973,-0.093,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,858,,,,040007FF N100 N100,60,,,7000,ALT,61,12,12,4.00,69.0,2200,13.7,14.4,0.0,1,1.4,0,100,102,988,963,0,0,0,OIL TEMP,,78
2024-03-09,08:28:27,08:28:27,+00:00,+47.3820878,+9.6984789,1398,3D (PFD1),548925.4,0.0,,0,0,-0.00,47.0,1.7,8,1607,1492,-20,17.9,18,-2.06,1.37,-0.000,0.996,-0.115,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,858,,,,040007FF N100 N100,61,,,7000,ALT,61,12,12,3.80,69.0,2210,13.6,14.4,0.0,1,1.2,0,100,104,988,963,0,0,0,OIL TEMP,,78
2024-03-09,08:28:28,08:28:28,+00:00,+47.3820878,+9.6984788,1398,3D (PFD1),548926.4,0.0,,0,0,-0.00,47.0,1.7,8,1608,1491,-10,17.6,18,-2.00,1.47,-0.048,1.016,-0.128,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,858,,,,040007FF N100 N100,55,,,7000,ALT,61,12,12,3.60,69.0,2200,13.4,14.4,0.0,1,1.3,0,102,104,988,963,0,0,0,OIL TEMP,,78
2024-03-09,08:28:29,08:28:29,+00:00,+47.3820878,+9.6984787,1398,3D (PFD1),548927.4,0.0,,0,0,-0.00,47.1,1.7,8,1608,1491,4,17.4,18,-2.07,1.47,0.003,0.972,-0.134,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,857,,,,040007FF N100 N100,58,,,7000,ALT,61,12,12,3.80,69.0,2200,13.6,14.4,0.0,1,1.3,0,102,104,988,964,0,0,0,OIL TEMP,,78
2024-03-09,08:28:30,08:28:30,+00:00,+47.3820879,+9.6984786,1398,3D (PFD1),548928.4,0.0,,0,0,0.00,47.0,1.7,8,1608,1492,-3,17.4,18,-2.05,1.43,-0.005,0.990,-0.142,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,858,,,,040007FF N100 N100,62,,,7000,ALT,61,12,12,4.20,69.0,2200,13.8,14.4,0.0,1,1.3,0,102,104,988,964,0,0,0,OIL TEMP,,78
2024-03-09,08:28:31,08:28:31,+00:00,+47.3820879,+9.6984786,1398,3D (PFD1),548929.4,0.0,,0,0,-0.00,47.0,1.7,8,1607,1491,-20,17.4,18,-2.05,1.49,-0.059,1.035,-0.139,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,858,,,,040007FF N100 N100,55,,,7000,ALT,61,12,12,4.00,69.0,2200,13.8,14.4,0.0,1,1.3,0,102,106,990,966,0,0,0,OIL TEMP,,78
2024-03-09,08:28:32,08:28:32,+00:00,+47.3820880,+9.6984785,1398,3D (PFD1),548930.4,0.0,,0,0,-0.00,47.1,1.7,8,1608,1491,-0,17.3,18,-2.09,1.49,-0.050,1.023,-0.125,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,858,,,,040007FF N100 N100,58,,,7000,ALT,61,12,12,4.00,69.0,2210,13.8,14.4,0.0,1,1.3,0,104,106,991,966,0,0,0,OIL TEMP,,78
2024-03-09,08:28:33,08:28:33,+00:00,+47.3820880,+9.6984785,1398,3D (PFD1),548931.4,0.0,,0,0,0.00,47.0,1.7,8,1608,1491,16,17.4,18,-2.08,1.48,-0.003,0.978,-0.105,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,858,,,,040007FF N100 N100,56,,,7000,ALT,61,12,12,3.90,69.0,2200,13.7,14.4,0.0,1,1.3,0,104,106,991,966,0,0,0,OIL TEMP,,78
2024-03-09,08:28:34,08:28:34,+00:00,+47.3820881,+9.6984785,1398,3D (PFD1),548932.4,0.0,,0,0,-0.00,47.1,1.7,8,1608,1492,17,17.6,18,-2.08,1.53,-0.034,1.025,-0.092,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,859,,,,040007FF N100 N100,62,,,7000,ALT,61,12,12,3.80,69.0,2200,13.6,14.4,0.0,1,1.3,0,104,106,993,968,0,0,0,OIL TEMP,,78
2024-03-09,08:28:35,08:28:35,+00:00,+47.3820881,+9.6984784,1398,3D (PFD1),548933.4,0.0,,0,0,-0.00,47.1,1.7,8,1609,1492,14,17.8,18,-2.12,1.53,-0.063,1.034,-0.083,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,859,,,,040007FF N100 N100,62,,,7000,ALT,61,12,12,3.70,69.0,2210,13.3,14.4,0.0,1,1.2,0,104,106,993,968,0,0,0,OIL TEMP,,78
2024-03-09,08:28:36,08:28:36,+00:00,+47.3820881,+9.6984783,1398,3D (PFD1),548934.4,0.0,,0,0,-0.00,47.0,1.7,8,1608,1492,1,18.0,18,-2.08,1.49,0.004,0.974,-0.076,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,860,,,,040007FF N100 N100,59,,,7000,ALT,61,12,12,4.10,69.0,2210,13.6,14.4,0.0,1,1.2,0,106,108,995,968,0,0,0,OIL TEMP,,78
2024-03-09,08:28:37,08:28:37,+00:00,+47.3820882,+9.6984783,1398,3D (PFD1),548935.4,0.0,,0,0,-0.00,47.0,1.7,8,1608,1492,-3,18.0,18,-2.03,1.52,0.005,0.977,-0.079,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,859,,,,040007FF N100 N100,61,,,7000,ALT,61,12,12,4.40,69.0,2210,13.8,14.4,0.0,1,1.2,0,106,108,995,968,0,0,0,OIL TEMP,,78
2024-03-09,08:28:38,08:28:38,+00:00,+47.3820882,+9.6984782,1398,3D (PFD1),548936.4,0.0,,0,0,0.00,46.8,1.7,8,1608,1492,-8,17.9,18,-2.01,1.31,-0.011,1.009,-0.085,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,859,,,,040007FF N100 N100,61,,,7000,ALT,61,12,12,4.30,69.0,2210,13.9,14.4,0.0,1,1.2,0,106,108,995,968,0,0,0,OIL TEMP,,78
2024-03-09,08:28:39,08:28:39,+00:00,+47.3820882,+9.6984782,1398,3D (PFD1),548937.4,0.0,,0,0,0.00,46.7,1.7,8,1607,1491,-18,17.9,18,-2.06,1.18,-0.048,1.030,-0.091,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,859,,,,040007FF N100 N100,62,,,7000,ALT,61,12,12,4.10,69.0,2210,13.8,14.4,0.0,1,1.2,0,106,108,995,968,0,0,0,OIL TEMP,,78
2024-03-09,08:28:40,08:28:40,+00:00,+47.3820883,+9.6984781,1398,3D (PFD1),548938.4,0.0,,0,0,-0.00,46.5,1.7,8,1607,1491,0,17.6,18,-2.09,0.97,-0.026,0.993,-0.106,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,859,,,,040007FF N100 N100,59,,,7000,ALT,61,12,12,4.00,69.0,2210,13.8,14.4,0.0,1,1.2,0,106,109,995,970,0,0,0,OIL TEMP,,78
2024-03-09,08:28:41,08:28:41,+00:00,+47.3820883,+9.6984780,1398,3D (PFD1),548939.4,0.0,,0,0,-0.00,46.5,1.7,8,1608,1491,25,17.5,18,-2.13,0.90,-0.039,1.017,-0.117,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,859,,,,040007FF N100 N100,57,,,7000,ALT,61,12,12,3.80,69.0,2210,13.7,14.4,0.0,1,1.2,0,108,109,995,970,0,0,0,OIL TEMP,,78
2024-03-09,08:28:42,08:28:42,+00:00,+47.3820883,+9.6984780,1398,3D (PFD1),548940.4,0.0,,0,0,-0.00,46.5,1.7,8,1609,1492,13,17.8,18,-2.09,0.94,0.009,0.964,-0.118,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,860,,,,040007FF N100 N100,60,,,7000,ALT,61,12,12,3.70,69.0,2210,13.6,14.4,0.0,1,1.1,0,108,109,997,970,0,0,0,OIL TEMP,,78
2024-03-09,08:28:43,08:28:43,+00:00,+47.3820884,+9.6984780,1398,3D (PFD1),548941.4,0.0,,0,0,0.00,46.8,1.7,8,1608,1492,-6,17.9,18,-2.17,1.06,0.003,1.000,-0.115,,12,,,,29.80,121.205,108.400,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,5.6,860,,,,040007FF N100 N100,61,,,7000,ALT,61,12,12,3.40,69.0,2210,13.4,14.4,0.0,1,1.1,0,108,109,997,970,0,0,0,OIL TEMP,,78
